datetime,symbol,open,high,low,close,volume
2023-01-03 21:30:00,NYSE:AXP,149.54,150.45,145.73,147.12,2762338.0
2023-01-04 21:30:00,NYSE:AXP,148.56,151.96,148.56,150.54,2620388.0
2023-01-05 21:30:00,NYSE:AXP,147.16,148.72,146.02,146.43,2505858.0
2023-01-06 21:30:00,NYSE:AXP,147.74,150.43,145.48,150.17,3077593.0
2023-01-09 21:30:00,NYSE:AXP,151.35,152.445,150.1,150.4,3219406.0
2023-01-10 21:30:00,NYSE:AXP,150.51,152.18,149.28,152.0,2198389.0
2023-01-11 21:30:00,NYSE:AXP,152.3,154.11,152.27,153.92,3113699.0
2023-01-12 21:30:00,NYSE:AXP,154.76,155.748,152.4,154.92,3322481.0
2023-01-13 21:30:00,NYSE:AXP,153.24,156.25,152.3,155.76,2391262.0
2023-01-17 21:30:00,NYSE:AXP,155.54,156.1,153.37,153.75,3073414.0
2023-01-18 21:30:00,NYSE:AXP,154.49,154.7599,150.3205,150.42,2762417.0
2023-01-19 21:30:00,NYSE:AXP,146.61,148.0,144.2,146.85,3852474.0
2023-01-20 21:30:00,NYSE:AXP,147.96,151.78,147.72,151.6,3954780.0
2023-01-23 21:30:00,NYSE:AXP,152.0,155.06,151.55,154.0,3608652.0
2023-01-24 21:30:00,NYSE:AXP,152.92,156.67,152.6601,155.33,2348501.0
2023-01-25 21:30:00,NYSE:AXP,153.49,157.055,153.37,156.77,2916452.0
2023-01-26 21:30:00,NYSE:AXP,157.65,158.2299,154.285,155.88,3640253.0
2023-01-27 21:30:00,NYSE:AXP,166.8,175.5416,165.5,172.31,13997338.0
2023-01-30 21:30:00,NYSE:AXP,174.79,177.86,172.5108,172.66,10240662.0
2023-01-31 21:30:00,NYSE:AXP,172.91,175.31,171.895,174.93,5170928.0
2023-02-01 21:30:00,NYSE:AXP,173.38,175.12,171.93,173.61,3725218.0
2023-02-02 21:30:00,NYSE:AXP,174.16,175.22,171.08,173.13,6895514.0
2023-02-03 21:30:00,NYSE:AXP,171.56,180.4,171.21,178.86,5305060.0
2023-02-06 21:30:00,NYSE:AXP,176.74,177.75,175.69,176.48,3397762.0
2023-02-07 21:30:00,NYSE:AXP,175.05,179.03,174.7482,178.7,3526392.0
2023-02-08 21:30:00,NYSE:AXP,179.75,180.1,177.88,179.0,2926547.0
2023-02-09 21:30:00,NYSE:AXP,179.15,182.08,178.48,179.37,3557851.0
2023-02-10 21:30:00,NYSE:AXP,178.57,179.73,176.49,179.25,2586245.0
2023-02-13 21:30:00,NYSE:AXP,179.24,181.3806,178.28,181.33,3102548.0
2023-02-14 21:30:00,NYSE:AXP,180.31,182.15,178.79,181.02,2326126.0
2023-02-15 21:30:00,NYSE:AXP,178.92,180.74,178.5,180.67,1502075.0
2023-02-16 21:30:00,NYSE:AXP,179.48,179.88,177.68,177.94,1899103.0
2023-02-17 21:30:00,NYSE:AXP,176.05,177.61,174.655,177.3,2355409.0
2023-02-21 21:30:00,NYSE:AXP,175.12,176.5,173.32,173.48,2713342.0
2023-02-22 21:30:00,NYSE:AXP,173.56,176.0229,172.93,174.7,2468774.0
2023-02-23 21:30:00,NYSE:AXP,175.24,176.6,172.855,175.14,2575312.0
2023-02-24 21:30:00,NYSE:AXP,173.69,174.94,172.19,174.25,1667412.0
2023-02-27 21:30:00,NYSE:AXP,175.53,175.69,173.08,173.3,1909122.0
2023-02-28 21:30:00,NYSE:AXP,174.01,175.335,173.58,173.99,2301391.0
2023-03-01 21:30:00,NYSE:AXP,173.51,177.2,173.01,175.91,2566454.0
2023-03-02 21:30:00,NYSE:AXP,174.04,175.825,172.66,175.34,1795345.0
2023-03-03 21:30:00,NYSE:AXP,176.01,179.39,175.23,179.09,2875671.0
2023-03-06 21:30:00,NYSE:AXP,178.56,180.515,178.46,179.06,2730912.0
2023-03-07 21:30:00,NYSE:AXP,178.67,178.9,175.08,175.32,2906585.0
2023-03-08 21:30:00,NYSE:AXP,175.83,176.22,173.57,174.83,2101443.0
2023-03-09 21:30:00,NYSE:AXP,179.595,180.2674,171.955,172.12,4349449.0
2023-03-10 21:30:00,NYSE:AXP,170.83,170.83,164.835,165.7,5104327.0
2023-03-13 20:30:00,NYSE:AXP,161.485,161.985,157.42,157.63,6123186.0
2023-03-14 20:30:00,NYSE:AXP,161.5,164.32,160.88,163.91,5284046.0
2023-03-15 20:30:00,NYSE:AXP,157.91,159.955,155.93,159.81,6100774.0
2023-03-16 20:30:00,NYSE:AXP,158.06,161.92,156.1,160.73,4738924.0
2023-03-17 20:30:00,NYSE:AXP,158.22,158.648,154.9,156.52,7447152.0
2023-03-20 20:30:00,NYSE:AXP,158.37,160.69,157.57,158.74,3054323.0
2023-03-21 20:30:00,NYSE:AXP,162.94,164.57,161.7,164.56,3986761.0
2023-03-22 20:30:00,NYSE:AXP,164.63,166.77,162.5,162.75,4367267.0
2023-03-23 20:30:00,NYSE:AXP,162.67,166.24,160.82,162.76,3727735.0
2023-03-24 20:30:00,NYSE:AXP,160.52,160.705,157.82,159.78,2588943.0
2023-03-27 20:30:00,NYSE:AXP,163.95,164.47,161.83,163.12,3974110.0
2023-03-28 20:30:00,NYSE:AXP,162.21,162.59,158.19,159.21,4883678.0
2023-03-29 20:30:00,NYSE:AXP,161.7,164.1871,161.08,163.59,3884987.0
2023-03-30 20:30:00,NYSE:AXP,163.96,164.96,161.81,162.41,2644815.0
2023-03-31 20:30:00,NYSE:AXP,163.67,165.08,161.75,164.95,3594349.0
2023-04-03 20:30:00,NYSE:AXP,164.11,165.24,162.68,163.78,2704361.0
2023-04-04 20:30:00,NYSE:AXP,165.01,165.19,160.83,162.56,2063730.0
2023-04-05 20:30:00,NYSE:AXP,160.56,161.6,160.19,161.08,2346826.0
2023-04-06 20:30:00,NYSE:AXP,160.63,160.79,158.23,158.83,3754544.0
2023-04-10 20:30:00,NYSE:AXP,158.04,161.17,157.8,161.14,2372633.0
2023-04-11 20:30:00,NYSE:AXP,161.67,162.58,160.315,161.83,2742327.0
2023-04-12 20:30:00,NYSE:AXP,163.22,163.22,158.8651,159.29,2817645.0
2023-04-13 20:30:00,NYSE:AXP,159.8,162.42,158.98,162.3,2729022.0
2023-04-14 20:30:00,NYSE:AXP,164.24,164.77,161.46,163.22,2618077.0
2023-04-17 20:30:00,NYSE:AXP,161.94,163.74,160.885,163.71,2622345.0
2023-04-18 20:30:00,NYSE:AXP,164.6,165.0487,163.28,164.4,2444533.0
2023-04-19 20:30:00,NYSE:AXP,164.37,166.55,163.74,164.95,3768644.0
2023-04-20 20:30:00,NYSE:AXP,159.0,163.75,154.01,163.28,10832403.0
2023-04-21 20:30:00,NYSE:AXP,163.02,164.7681,161.23,163.78,3882603.0
2023-04-24 20:30:00,NYSE:AXP,164.23,164.3,160.4015,160.59,2473468.0
2023-04-25 20:30:00,NYSE:AXP,158.91,159.25,155.965,156.12,3421311.0
2023-04-26 20:30:00,NYSE:AXP,155.77,157.265,155.08,155.72,2789135.0
2023-04-27 20:30:00,NYSE:AXP,156.54,158.7,155.91,158.45,2143715.0
2023-04-28 20:30:00,NYSE:AXP,157.3,161.38,156.88,161.34,2380121.0
2023-05-01 20:30:00,NYSE:AXP,161.85,161.85,158.68,159.32,1803622.0
2023-05-02 20:30:00,NYSE:AXP,158.35,158.35,151.91,153.25,4925558.0
2023-05-03 20:30:00,NYSE:AXP,153.26,154.98,151.84,152.21,2655259.0
2023-05-04 20:30:00,NYSE:AXP,151.03,151.25,147.4,148.81,3997870.0
2023-05-05 20:30:00,NYSE:AXP,151.29,153.3167,151.12,152.65,2223216.0
2023-05-08 20:30:00,NYSE:AXP,153.41,154.58,152.95,153.04,2271642.0
2023-05-09 20:30:00,NYSE:AXP,152.0,153.73,151.88,153.38,2322801.0
2023-05-10 20:30:00,NYSE:AXP,153.61,154.67,147.95,148.68,4602636.0
2023-05-11 20:30:00,NYSE:AXP,147.97,148.5,146.275,147.99,2900305.0
2023-05-12 20:30:00,NYSE:AXP,149.32,149.32,147.0893,147.93,2320020.0
2023-05-15 20:30:00,NYSE:AXP,148.18,150.21,147.93,150.0,2271856.0
2023-05-16 20:30:00,NYSE:AXP,150.19,152.41,148.37,148.41,1960309.0
2023-05-17 20:30:00,NYSE:AXP,149.82,152.885,149.3,152.09,2446457.0
2023-05-18 20:30:00,NYSE:AXP,152.25,154.12,151.06,153.48,2629827.0
2023-05-19 20:30:00,NYSE:AXP,154.57,154.915,152.1377,152.95,2258568.0
2023-05-22 20:30:00,NYSE:AXP,153.67,155.9,153.28,155.51,2483796.0
2023-05-23 20:30:00,NYSE:AXP,154.47,155.76,152.5,152.56,2928596.0
2023-05-24 20:30:00,NYSE:AXP,151.5,151.7,150.12,150.72,2308439.0
2023-05-25 20:30:00,NYSE:AXP,149.6,151.5,149.37,151.08,3234307.0
2023-05-26 20:30:00,NYSE:AXP,152.81,158.25,152.53,157.24,4015476.0
2023-05-30 20:30:00,NYSE:AXP,157.15,158.95,156.66,158.01,3268247.0
2023-05-31 20:30:00,NYSE:AXP,157.67,159.605,156.2625,158.56,5588546.0
2023-06-01 20:30:00,NYSE:AXP,159.06,163.99,158.23,162.72,4087197.0
2023-06-02 20:30:00,NYSE:AXP,164.99,169.85,164.49,168.56,4820511.0
2023-06-05 20:30:00,NYSE:AXP,168.24,168.24,165.83,167.43,3113370.0
2023-06-06 20:30:00,NYSE:AXP,167.85,172.65,167.5,171.82,3631658.0
2023-06-07 20:30:00,NYSE:AXP,173.65,173.65,170.7,171.55,2789037.0
2023-06-08 20:30:00,NYSE:AXP,170.65,171.53,169.56,171.14,2354853.0
2023-06-09 20:30:00,NYSE:AXP,171.94,172.22,170.9401,171.72,2200936.0
2023-06-12 20:30:00,NYSE:AXP,172.01,173.93,171.93,173.64,2610433.0
2023-06-13 20:30:00,NYSE:AXP,174.41,176.12,174.21,175.14,2480393.0
2023-06-14 20:30:00,NYSE:AXP,176.02,177.04,173.39,174.47,2326124.0
2023-06-15 20:30:00,NYSE:AXP,171.41,174.53,169.5687,173.81,2797604.0
2023-06-16 20:30:00,NYSE:AXP,174.2,174.5778,171.55,172.21,4616883.0
2023-06-20 20:30:00,NYSE:AXP,171.0,171.22,168.33,169.41,2865881.0
2023-06-21 20:30:00,NYSE:AXP,169.1,169.1,166.95,167.92,2813682.0
2023-06-22 20:30:00,NYSE:AXP,167.28,168.5,165.225,168.26,2755943.0
2023-06-23 20:30:00,NYSE:AXP,166.0,168.6,165.74,168.07,4214383.0
2023-06-26 20:30:00,NYSE:AXP,168.53,170.5,167.06,167.11,2507095.0
2023-06-27 20:30:00,NYSE:AXP,166.35,168.38,166.18,168.19,2434106.0
2023-06-28 20:30:00,NYSE:AXP,167.26,169.87,167.195,169.78,2289046.0
2023-06-29 20:30:00,NYSE:AXP,170.58,172.31,170.32,172.08,2899253.0
2023-06-30 20:30:00,NYSE:AXP,174.24,175.09,173.33,174.2,3371290.0
2023-07-03 20:30:00,NYSE:AXP,174.3,176.325,173.7,175.44,1700165.0
2023-07-05 20:30:00,NYSE:AXP,174.38,176.57,174.04,175.57,2487901.0
2023-07-06 20:30:00,NYSE:AXP,171.74,172.31,168.23,170.94,3158089.0
2023-07-07 20:30:00,NYSE:AXP,169.13,171.57,168.6701,169.8,2145508.0
2023-07-10 20:30:00,NYSE:AXP,169.86,171.83,169.45,171.71,1865586.0
2023-07-11 20:30:00,NYSE:AXP,172.5,175.58,172.32,174.64,2282393.0
2023-07-12 20:30:00,NYSE:AXP,177.0,177.91,174.31,174.33,2305815.0
2023-07-13 20:30:00,NYSE:AXP,175.42,176.1,173.9,174.24,2080403.0
2023-07-14 20:30:00,NYSE:AXP,175.36,175.66,172.52,173.39,1829557.0
2023-07-17 20:30:00,NYSE:AXP,172.94,176.26,172.835,175.39,2144714.0
2023-07-18 20:30:00,NYSE:AXP,175.19,178.44,174.43,178.04,2686999.0
2023-07-19 20:30:00,NYSE:AXP,178.25,178.787,176.31,177.12,2749120.0
2023-07-20 20:30:00,NYSE:AXP,175.56,177.22,174.05,177.11,3940706.0
2023-07-21 20:30:00,NYSE:AXP,172.17,173.34,167.4201,170.22,9102138.0
2023-07-24 20:30:00,NYSE:AXP,167.59,169.0,166.93,167.79,4979939.0
2023-07-25 20:30:00,NYSE:AXP,167.35,168.95,166.42,166.5,3286740.0
2023-07-26 20:30:00,NYSE:AXP,166.17,168.43,166.0601,167.75,2351961.0
2023-07-27 20:30:00,NYSE:AXP,168.53,168.54,163.17,163.6,3944153.0
2023-07-28 20:30:00,NYSE:AXP,165.29,166.58,164.64,165.43,2925999.0
2023-07-31 20:30:00,NYSE:AXP,166.51,168.99,166.51,168.88,3346504.0
2023-08-01 20:30:00,NYSE:AXP,167.95,169.805,167.26,169.65,2341377.0
2023-08-02 20:30:00,NYSE:AXP,167.28,167.75,166.045,166.75,2236917.0
2023-08-03 20:30:00,NYSE:AXP,165.84,166.66,165.03,166.41,1710129.0
2023-08-04 20:30:00,NYSE:AXP,166.53,168.1,165.06,165.41,2256250.0
2023-08-07 20:30:00,NYSE:AXP,166.85,167.33,166.14,166.96,2027204.0
2023-08-08 20:30:00,NYSE:AXP,164.9,165.99,163.585,165.87,2102997.0
2023-08-09 20:30:00,NYSE:AXP,165.94,166.29,163.5,163.82,2445231.0
2023-08-10 20:30:00,NYSE:AXP,164.71,166.5,162.72,163.54,2556028.0
2023-08-11 20:30:00,NYSE:AXP,162.67,165.78,162.6,165.27,2102666.0
2023-08-14 20:30:00,NYSE:AXP,164.33,166.4837,163.77,166.08,1827413.0
2023-08-15 20:30:00,NYSE:AXP,164.39,164.8105,161.7,161.91,2447597.0
2023-08-16 20:30:00,NYSE:AXP,161.27,162.96,160.64,160.76,1994856.0
2023-08-17 20:30:00,NYSE:AXP,161.91,162.606,160.38,160.58,2473106.0
2023-08-18 20:30:00,NYSE:AXP,159.23,160.8,158.94,160.23,2139654.0
2023-08-21 20:30:00,NYSE:AXP,160.88,161.6465,160.08,160.88,2070605.0
2023-08-22 20:30:00,NYSE:AXP,160.76,161.26,158.61,159.08,2256108.0
2023-08-23 20:30:00,NYSE:AXP,159.33,160.08,158.7,159.44,2042493.0
2023-08-24 20:30:00,NYSE:AXP,159.01,161.42,157.74,157.79,2468593.0
2023-08-25 20:30:00,NYSE:AXP,158.44,159.64,157.3294,158.32,2969215.0
2023-08-28 20:30:00,NYSE:AXP,158.98,160.91,158.76,159.19,2509920.0
2023-08-29 20:30:00,NYSE:AXP,158.89,160.79,158.3,160.24,2175785.0
2023-08-30 20:30:00,NYSE:AXP,160.27,161.86,160.12,160.17,3039990.0
2023-08-31 20:30:00,NYSE:AXP,160.66,160.9355,157.735,157.99,3653888.0
2023-09-01 20:30:00,NYSE:AXP,159.07,160.16,158.71,159.62,2195658.0
2023-09-05 20:30:00,NYSE:AXP,160.11,161.86,159.35,160.0,4150965.0
2023-09-06 20:30:00,NYSE:AXP,159.07,159.84,156.86,158.0,2949366.0
2023-09-07 20:30:00,NYSE:AXP,157.26,157.63,156.07,156.78,2617385.0
2023-09-08 20:30:00,NYSE:AXP,157.02,157.79,156.71,157.43,1931613.0
2023-09-11 20:30:00,NYSE:AXP,158.37,159.16,157.397,157.83,2611054.0
2023-09-12 20:30:00,NYSE:AXP,157.65,159.72,157.45,158.5,2659239.0
2023-09-13 20:30:00,NYSE:AXP,159.34,160.7,158.62,159.14,2976903.0
2023-09-14 20:30:00,NYSE:AXP,160.57,161.96,160.0,161.78,3209986.0
2023-09-15 20:30:00,NYSE:AXP,162.03,164.33,161.815,163.75,7273639.0
2023-09-18 20:30:00,NYSE:AXP,163.79,163.95,159.35,159.63,2413606.0
2023-09-19 20:30:00,NYSE:AXP,159.05,159.865,158.45,159.35,2230747.0
2023-09-20 20:30:00,NYSE:AXP,160.0,160.2,156.88,157.23,1969736.0
2023-09-21 20:30:00,NYSE:AXP,155.83,156.865,154.44,154.71,2712330.0
2023-09-22 20:30:00,NYSE:AXP,155.0,155.04,152.92,153.08,2380681.0
2023-09-25 20:30:00,NYSE:AXP,152.21,153.31,151.7504,153.23,2434379.0
2023-09-26 20:30:00,NYSE:AXP,151.75,152.96,150.16,151.12,2332196.0
2023-09-27 20:30:00,NYSE:AXP,151.5,151.5,148.97,149.9,3705567.0
2023-09-28 20:30:00,NYSE:AXP,149.77,150.88,149.02,150.23,3489905.0
2023-09-29 20:30:00,NYSE:AXP,151.45,151.69,148.67,149.19,3579475.0
2023-10-02 20:30:00,NYSE:AXP,148.42,149.9,148.072,149.48,2657671.0
2023-10-03 20:30:00,NYSE:AXP,148.5,149.18,144.31,145.05,4184132.0
2023-10-04 20:30:00,NYSE:AXP,145.9,146.92,144.4,146.63,3476795.0
2023-10-05 20:30:00,NYSE:AXP,145.58,147.54,144.77,147.09,2706169.0
2023-10-06 20:30:00,NYSE:AXP,146.71,150.35,146.14,149.32,3204743.0
2023-10-09 20:30:00,NYSE:AXP,147.6,149.45,147.42,148.82,2279497.0
2023-10-10 20:30:00,NYSE:AXP,149.5,151.73,149.0,150.93,2909235.0
2023-10-11 20:30:00,NYSE:AXP,151.425,152.81,149.76,151.51,1727049.0
2023-10-12 20:30:00,NYSE:AXP,152.5,152.72,150.11,151.28,2377315.0
2023-10-13 20:30:00,NYSE:AXP,152.92,154.14,150.4303,151.1,2951839.0
2023-10-16 20:30:00,NYSE:AXP,152.37,153.41,151.205,152.79,2586319.0
2023-10-17 20:30:00,NYSE:AXP,151.56,154.73,151.5,154.39,3919446.0
2023-10-18 20:30:00,NYSE:AXP,153.12,153.59,151.13,151.53,2632184.0
2023-10-19 20:30:00,NYSE:AXP,150.41,156.05,149.01,149.62,4642175.0
2023-10-20 20:30:00,NYSE:AXP,144.7,147.94,141.44,141.57,8268104.0
2023-10-23 20:30:00,NYSE:AXP,141.5,145.8525,140.91,144.59,5313471.0
2023-10-24 20:30:00,NYSE:AXP,145.85,146.515,143.545,144.42,3521130.0
2023-10-25 20:30:00,NYSE:AXP,144.09,144.8399,143.2301,143.52,2841446.0
2023-10-26 20:30:00,NYSE:AXP,143.37,144.91,142.99,143.34,3377961.0
2023-10-27 20:30:00,NYSE:AXP,143.85,143.96,141.025,141.31,3442469.0
2023-10-30 20:30:00,NYSE:AXP,142.72,143.8601,141.73,143.27,3303288.0
2023-10-31 20:30:00,NYSE:AXP,143.33,146.68,143.065,146.03,3737159.0
2023-11-01 20:30:00,NYSE:AXP,146.49,146.815,145.1423,146.45,2332560.0
2023-11-02 20:30:00,NYSE:AXP,148.33,150.91,148.33,150.85,3108435.0
2023-11-03 20:30:00,NYSE:AXP,152.58,153.88,152.4,152.76,2667678.0
2023-11-06 21:30:00,NYSE:AXP,152.6,153.07,151.511,152.99,2490095.0
2023-11-07 21:30:00,NYSE:AXP,152.97,153.79,152.35,152.98,1583345.0
2023-11-08 21:30:00,NYSE:AXP,152.97,153.8,152.43,153.01,1804516.0
2023-11-09 21:30:00,NYSE:AXP,153.68,154.16,152.05,152.37,2053114.0
2023-11-10 21:30:00,NYSE:AXP,153.04,154.48,152.1001,154.38,2088296.0
2023-11-13 21:30:00,NYSE:AXP,154.08,155.26,153.5,154.34,1753790.0
2023-11-14 21:30:00,NYSE:AXP,156.6,157.915,156.03,156.91,2968810.0
2023-11-15 21:30:00,NYSE:AXP,157.53,159.44,157.0,159.43,3272576.0
2023-11-16 21:30:00,NYSE:AXP,159.65,160.105,157.97,159.05,3749347.0
2023-11-17 21:30:00,NYSE:AXP,159.91,162.58,159.91,162.56,2976093.0
2023-11-20 21:30:00,NYSE:AXP,162.91,164.65,162.76,163.85,3243290.0
2023-11-21 21:30:00,NYSE:AXP,163.65,164.12,161.725,162.29,2759757.0
2023-11-22 21:30:00,NYSE:AXP,163.28,164.675,162.85,163.79,2528342.0
2023-11-24 21:30:00,NYSE:AXP,164.56,165.22,163.97,164.42,950727.0
2023-11-27 21:30:00,NYSE:AXP,163.76,164.515,163.32,164.04,2146495.0
2023-11-28 21:30:00,NYSE:AXP,163.92,165.98,163.61,165.66,2117827.0
2023-11-29 21:30:00,NYSE:AXP,166.4,168.72,166.4,167.43,2720166.0
2023-11-30 21:30:00,NYSE:AXP,168.0,171.165,167.53,170.77,4253144.0
2023-12-01 21:30:00,NYSE:AXP,170.67,174.335,170.31,173.76,3412216.0
